Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDJ20,OUT046,2242.044511111111
NCW41,OUT018,2153.715044444444
FDL52,OUT035,1124.7581333333335
FDS39,OUT035,1845.8935111111111
DRJ47,OUT045,2567.398777777778
FDP13,OUT010,178.3604222222222
DRK39,OUT010,207.50766666666667
FDF28,OUT010,282.15124444444444
FDB09,OUT045,2106.0733555555553
FDM51,OUT046,1897.0861333333332
DRM49,OUT018,1226.3296222222223
DRF23,OUT013,3028.7241999999997
DRH01,OUT035,3044.481466666666
FDH12,OUT027,2558.8173555555554
FDA28,OUT019,257.1467555555556
FDW37,OUT018,1087.9172
FDF02,OUT046,2065.3116
DRL37,OUT046,908.3731333333333
NCF43,OUT046,2119.1674222222223
FDH08,OUT010,392.96995555555554
FDR34,OUT019,479.376
NCK19,OUT049,3781.3001333333336
NCD55,OUT018,973.8434666666667
FDT27,OUT049,3380.858422222222
FDQ57,OUT045,1713.1033999999997
FDA47,OUT035,2543.9478222222224
DRG15,OUT027,1934.6668444444445
FDE05,OUT018,2134.184911111111
FDN46,OUT046,1605.5397111111113
FDX27,OUT027,2423.5119999999997
FDT51,OUT045,1520.1693555555555
FDU33,OUT013,1329.0107777777778
FDJ16,OUT027,2206.165288888889
FDD20,OUT019,333.5658
FDT36,OUT049,1333.2275111111112
DRF15,OUT027,4135.801644444444
FDN52,OUT010,265.8021555555556
FDC22,OUT027,3957.4412222222218
FDX15,OUT045,2303.594022222222
FDT13,OUT013,2851.1775333333335
FDU04,OUT017,1626.7713333333331
FDU31,OUT019,451.56035555555553
FDW59,OUT027,3970.313355555556
NCO29,OUT046,2336.884022222222
FDL15,OUT035,2850.881622222222
FDI41,OUT049,2261.278733333333
FDQ48,OUT049,1532.8935333333332
DRI39,OUT013,1182.3868222222222
FDI08,OUT013,3903.215511111111
FDC21,OUT049,2092.683377777778
FDF58,OUT035,1269.6806000000001
FDS08,OUT010,386.8298
FDE47,OUT045,2157.339955555555
NCP18,OUT019,349.76693333333327
NCR41,OUT013,1494.2031555555557
FDA27,OUT013,3658.201111111111
FDA43,OUT035,2354.564711111111
FDA49,OUT045,1668.124911111111
NCE55,OUT018,2300.7828666666665
DRM49,OUT027,3597.9092222222225
FDF22,OUT027,5608.551244444444
FDQ15,OUT018,2065.237622222222
NCS54,OUT017,3560.402488888889
NCY05,OUT013,1021.1152666666668
FDR45,OUT046,2995.878066666666
FDK57,OUT049,2249.0723999999996
FDF41,OUT010,632.2140888888889
FDV21,OUT046,2004.7977777777778
FDD51,OUT046,753.8335555555556
FDF33,OUT046,2204.2418666666667
FDA38,OUT046,3311.9111333333335
FDR56,OUT045,3509.4318000000003
NCN41,OUT017,1871.5638
FDC60,OUT027,2366.697066666667
FDB47,OUT045,3523.4875777777775
DRH01,OUT013,2961.6263555555556
FDW08,OUT046,1465.3518222222222
FDF38,OUT027,2134.850711111111
FDY32,OUT017,2535.1444666666666
FDG34,OUT049,1375.9126888888889
FDG47,OUT019,500.8295555555556
NCF18,OUT035,3444.0354444444447
FDL39,OUT019,405.6201555555556
NCH55,OUT035,2108.5146222222224
DRJ35,OUT049,1331.9698888888888
FDS44,OUT035,3424.8012222222223
DRE01,OUT018,2256.692111111111
FDY39,OUT013,2748.644333333333
FDY32,OUT018,2033.723088888889
FDR33,OUT027,2767.5086666666666
NCP50,OUT049,1775.9105333333332
FDZ47,OUT018,2214.2288666666664
FDU57,OUT049,2397.0279555555553
FDY44,OUT013,2793.7707777777778
DRH59,OUT018,1445.7477111111111
FDB03,OUT027,5620.387688888888
FDY46,OUT045,2561.1846444444445
FDM39,OUT045,2340.9528000000005
FDY36,OUT035,1217.6742222222222
NCM55,OUT035,2529.596133333334
FDJ50,OUT010,268.46535555555556
DRL60,OUT013,3077.2536222222225
NCJ54,OUT049,4445.916488888888
FDX59,OUT017,965.7798888888889
FDI07,OUT013,2927.5226
DRF51,OUT010,171.1106
FDM14,OUT017,1708.9606444444444
FDP21,OUT045,3173.4247333333333
FDE40,OUT035,1679.4435111111113
FDE05,OUT035,2484.0258222222224
FDM13,OUT027,5294.219666666667
FDC34,OUT027,3340.6145111111114
NCI55,OUT018,1694.3130444444444
NCE43,OUT018,2023.8840444444443
FDW58,OUT018,1779.8313555555555
FDG60,OUT045,2804.1276666666668
FDV31,OUT017,2515.5403555555554
FDR47,OUT013,3165.2871777777777
FDM60,OUT019,284.44455555555555
NCF06,OUT018,2276.666111111111
NCN26,OUT027,2209.7902
FDQ59,OUT049,2002.2085555555557
FDF09,OUT046,1958.1178
NCS06,OUT017,4071.7368888888896
FDT44,OUT046,1448.2629555555554
FDI19,OUT017,2438.6034666666665
FDT22,OUT017,1130.9722666666667
NCF54,OUT027,3897.1493333333337
DRG25,OUT045,2686.1331111111117
FDB59,OUT017,2532.4812666666667
FDQ37,OUT017,1957.2300666666665
FDP56,OUT035,1049.8926222222224
FDW44,OUT035,2318.3156
FDJ26,OUT010,306.12004444444443
FDU43,OUT018,2959.3330444444446
FDW33,OUT045,1182.534777777778
NCX53,OUT027,3771.1651777777774
FDN56,OUT010,268.3174
DRF15,OUT049,1954.6408444444444
FDO33,OUT017,2211.0478222222223
FDZ39,OUT010,241.01959999999997
NCJ19,OUT017,874.9351777777778
FDU01,OUT035,2874.3325777777773
FDT12,OUT035,3100.4086666666667
NCM18,OUT018,878.1162222222223
FDP19,OUT017,2116.0603555555554
NCR42,OUT049,1097.7562444444445
FDN10,OUT046,2112.953288888889
FDG44,OUT017,940.9233555555555
FDQ10,OUT046,2748.052511111111
DRH13,OUT049,2217.6318444444446
FDT52,OUT013,3331.1453555555554
FDM56,OUT045,1849.5923999999998
NCO43,OUT010,345.55019999999996
NCV29,OUT035,2863.0879555555557
NCF06,OUT013,3867.4102666666668
FDO50,OUT035,1269.5326444444445
FDT59,OUT013,2610.3798666666667
FDX40,OUT027,1215.3809111111111
FDE50,OUT017,2737.0298222222223
FDX51,OUT017,3287.128577777778
NCD30,OUT018,1482.7366
FDK15,OUT013,2013.0832888888888
FDL12,OUT045,1519.9474222222223
FDK46,OUT017,4926.550111111112
DRH49,OUT010,178.06451111111107
FDQ57,OUT046,2157.265977777778
FDY59,OUT017,1814.5269333333335
FDO09,OUT018,2830.9816000000005
NCG30,OUT035,2530.9277333333334
FDM09,OUT017,2429.0603333333333
NCN17,OUT027,3012.8929555555555
NCS42,OUT013,1350.6862666666666
FDD02,OUT019,402.4391111111111
FDE34,OUT013,2868.044466666667
FDU38,OUT045,2880.324777777778
FDB33,OUT046,1828.5827111111112
NCJ29,OUT017,1686.397422222222
FDZ27,OUT035,1576.244511111111
FDI40,OUT013,1610.7921333333334
FDG22,OUT013,1029.2528222222222
FDT51,OUT017,1801.358888888889
FDF20,OUT018,2795.3982888888886
FDV50,OUT035,1529.7864666666667
FDT02,OUT049,1146.803511111111
DRC49,OUT017,2341.3226888888885
FDF26,OUT049,2547.202844444445
FDV52,OUT035,2438.973355555556
FDX59,OUT049,2497.8596666666667
FDV25,OUT035,3077.253622222222
FDW23,OUT027,1310.7382666666667
FDE53,OUT018,945.6579333333333
FDA19,OUT017,1867.7909333333332
FDH22,OUT046,1795.958511111111
NCO41,OUT013,1884.8058222222223
FDX12,OUT017,2651.9553777777783
FDF17,OUT013,3490.7154222222225
FDS11,OUT045,2713.1349999999998
FDR51,OUT035,2864.4195555555552
FDT49,OUT010,205.58424444444447
FDC56,OUT013,1950.5720666666666
FDR13,OUT027,2556.5240444444444
FDQ60,OUT035,2386.9669777777776
FDN38,OUT049,3395.136133333333
NCL29,OUT013,1203.9143555555556
FDO13,OUT027,5005.854288888889
FDE26,OUT018,2265.1995555555554
FDA31,OUT010,324.9843777777778
FDX14,OUT035,1308.8148444444441
FDA34,OUT045,3144.4994222222217
FDF26,OUT013,1692.0937111111114
FDE38,OUT045,1944.6538444444445
DRI11,OUT046,1706.815288888889
FDQ60,OUT027,3164.029555555556
FDL21,OUT027,1571.9538
DRC12,OUT027,5455.195311111111
FDC47,OUT046,3618.9928888888885
FDE57,OUT045,2006.4252888888889
FDT14,OUT045,1232.6177333333333
NCZ53,OUT046,3450.7674222222217
FDE28,OUT018,3012.8189777777775
FDR19,OUT035,1908.2567777777776
NCF54,OUT019,253.29991111111107
FDZ08,OUT046,1627.2891777777777
NCJ05,OUT018,1928.0088444444445
FDF59,OUT046,2780.3808
NCO05,OUT035,1770.8800444444444
FDW24,OUT018,1140.7373333333335
NCX42,OUT018,2452.733222222222
NCA53,OUT035,924.7962000000001
FDI45,OUT019,472.7180000000001
FDG46,OUT046,1681.3669333333335
FDM20,OUT010,503.1228666666667
FDW11,OUT010,455.25924444444445
FDX08,OUT035,3100.556622222222
NCK17,OUT035,1318.8758222222223
FDK32,OUT018,1555.9006222222224
NCA42,OUT035,2373.059155555556
DRI01,OUT035,2436.680044444444
NCL55,OUT049,4654.533822222222
DRE25,OUT018,885.2180888888889
FDD14,OUT017,3255.5400666666665
FDB10,OUT046,3216.5537777777777
DRN11,OUT035,3028.9461333333334
FDP38,OUT018,1281.665
NCA30,OUT017,2526.7110000000002
FDT15,OUT017,3555.963822222222
NCP55,OUT018,1077.2643999999998
FDF12,OUT035,1879.3314666666665
FDM21,OUT018,2956.2999555555557
FDX56,OUT035,3255.4660888888893
FDF10,OUT017,2991.8092888888887
FDT32,OUT045,3486.1288000000004
FDM51,OUT018,1578.315888888889
NCR50,OUT018,2030.6160222222222
FDI19,OUT049,2301.522644444444
FDX21,OUT017,1427.4751999999999
FDR31,OUT035,1925.0497333333333
FDY02,OUT013,3583.483555555556
NCA29,OUT045,2777.6436222222223
NCX17,OUT046,3535.7678888888895
FDM12,OUT045,3014.1505777777775
FDI53,OUT027,4588.0278
NCU30,OUT049,3218.2552666666666
FDC56,OUT027,3595.4679555555554
FDK27,OUT018,1627.8070222222223
NCK18,OUT017,3073.3328
FDB52,OUT019,546.2519111111111
DRG25,OUT027,5318.262444444445
FDZ13,OUT049,1190.080511111111
FDB57,OUT019,401.4774
FDR40,OUT046,1431.5439777777776
NCO14,OUT019,185.75820000000002
NCN19,OUT045,3041.670311111111
FDQ28,OUT019,342.96097777777777
FDO13,OUT018,2011.4557777777782
FDK48,OUT013,1060.3974666666666
FDU07,OUT018,2861.7563555555553
FDW20,OUT046,1687.211177777778
FDV12,OUT010,266.68988888888885
FDH24,OUT013,2142.3224666666665
FDV59,OUT049,3003.719711111111
FDK57,OUT045,1391.4480222222223
FDL16,OUT027,2206.165288888889
NCQ17,OUT046,2237.827777777778
FDJ15,OUT018,2624.4356444444443
FDX24,OUT049,1169.1448
FDT47,OUT046,2391.5536
FDT10,OUT049,1334.189222222222
FDZ37,OUT018,1448.9287555555557
FDW43,OUT027,6112.413888888888
DRN36,OUT017,1286.4735555555553
FDJ14,OUT045,1263.0965777777776
FDA32,OUT013,3562.8437555555556
FDJ38,OUT019,504.8243555555555
FDQ57,OUT017,1995.994422222222
NCQ41,OUT019,583.0188666666667
FDG56,OUT049,1615.2308
DRC13,OUT027,3977.0453333333335
FDV55,OUT035,2642.5602
FDQ49,OUT045,2627.542711111111
FDE29,OUT010,255.81515555555558
FDR03,OUT013,3211.745222222222
FDD45,OUT049,1428.8807777777777
FDN38,OUT010,298.5743111111112
FDT56,OUT046,1003.4345777777776
FDT48,OUT045,3393.3606666666665
FDU03,OUT049,3076.735777777778
FDC56,OUT010,260.0318888888889
NCO43,OUT027,2273.6330222222223
FDQ27,OUT017,1943.5441777777778
FDR03,OUT046,2417.9636666666665
DRH23,OUT010,184.94444444444446
FDG22,OUT045,885.5879777777778
NCJ42,OUT013,1726.9372444444443
FDR24,OUT046,2135.2205999999996
FDW60,OUT035,2692.273266666667
FDJ08,OUT013,2971.5393777777776
DRL59,OUT018,1577.1322444444443
FDG60,OUT010,197.37271111111113
FDW27,OUT017,2561.3325999999997
FDX14,OUT018,1143.0306444444443
FDC20,OUT013,695.761
NCS29,OUT018,2922.3441555555555
FDJ56,OUT046,1421.4090222222223
FDB20,OUT019,202.1072888888889
FDL28,OUT027,5985.098133333333
FDW01,OUT018,1940.2151777777779
FDL03,OUT046,1991.0379111111115
FDX22,OUT049,3670.7033555555554
FDJ21,OUT035,2346.2052222222223
FDR31,OUT045,2523.6039333333338
FDG21,OUT035,2674.5186000000003
FDS22,OUT027,1571.9538000000002
FDK08,OUT035,1550.2783111111112
FDE17,OUT018,1625.2917777777777
NCN30,OUT017,2235.8303777777783
FDT50,OUT046,1425.2558666666666
NCX42,OUT049,3372.4989333333333
FDJ12,OUT035,2897.7835333333333
NCA18,OUT027,3408.378155555556
FDP23,OUT019,361.6033777777778
FDX12,OUT013,3302.589933333333
FDN40,OUT018,2041.6387111111112
FDV48,OUT035,1435.3168444444445
NCY54,OUT013,3115.648088888889
FDL16,OUT010,218.90024444444444
FDR45,OUT018,2010.7160000000003
FDJ52,OUT046,2007.8308666666667
DRG01,OUT017,1196.5165777777777
FDP52,OUT013,3720.9342666666666
FDU58,OUT017,3176.3838444444445
FDL02,OUT045,2193.663044444444
FDG28,OUT013,3331.1453555555554
FDA19,OUT035,2174.7247333333335
FDW46,OUT027,1869.7883333333334
NCD43,OUT049,1578.981688888889
DRG39,OUT013,1104.5621999999998
NCF55,OUT049,1346.0996444444445
FDJ07,OUT046,2251.5136666666667
FDE08,OUT046,1787.2291333333333
FDP56,OUT019,206.25004444444443
FDT45,OUT045,899.8656888888888
FDF17,OUT018,3561.8820444444445
FDX44,OUT046,1951.1638888888888
FDM28,OUT027,5531.614355555556
FDI36,OUT049,3659.9765777777775
FDS07,OUT045,1794.0350888888888
FDD36,OUT045,1724.2740444444444
FDW11,OUT046,2243.302133333333
FDN40,OUT049,2140.916888888889
NCQ18,OUT049,2293.6070222222224
NCQ54,OUT017,2888.9062
NCS42,OUT045,1364.7420444444442
DRH39,OUT010,202.18126666666666
FDC09,OUT027,2826.6169111111108
FDT08,OUT010,463.6187333333333
FDC08,OUT035,3460.9023777777784
FDT20,OUT017,677.2665555555556
FDS35,OUT035,1959.079511111111
FDX58,OUT018,2707.5866666666666
FDW58,OUT046,2120.0551555555553
DRD27,OUT046,1240.6073333333331
FDH32,OUT019,214.60953333333333
FDS26,OUT035,4052.206755555556
FDQ31,OUT046,2218.297644444445
FDP11,OUT018,2946.534888888889
FDD58,OUT017,1591.2619999999997
FDM33,OUT045,3729.737622222222
FDZ16,OUT049,3388.8480222222224
NCS29,OUT010,459.6979111111111
NCM18,OUT019,150.61875555555557
FDP11,OUT049,2723.7878
NCC42,OUT017,2179.755222222222
DRM23,OUT046,3156.853711111111
NCN55,OUT027,3173.3507555555557
FDK46,OUT013,3204.643355555556
FDR01,OUT046,3352.894822222222
NCA05,OUT045,2098.3056888888887
NCP43,OUT017,2560.4448666666667
FDR12,OUT010,303.6787777777778
FDQ01,OUT013,2274.5947333333334
FDM13,OUT046,2400.1350222222222
FDQ19,OUT017,4303.879155555555
FDK56,OUT019,367.6695555555556
NCX06,OUT010,391.63835555555556
FDO56,OUT027,3529.035911111111
FDU45,OUT045,2099.489333333333
FDI16,OUT019,147.88157777777778
FDL32,OUT046,1836.7202666666667
FDA07,OUT046,2483.1380888888884
FDA14,OUT045,2546.685
FDV46,OUT027,3056.243933333333
NCO07,OUT035,2648.2564888888887
NCP41,OUT046,2067.3089999999997
FDY60,OUT018,2465.7533111111106
FDN38,OUT017,3094.342488888889
FDO15,OUT046,1528.6768
FDT60,OUT013,2495.3444222222224
FDA55,OUT035,3578.453066666667
FDE02,OUT010,226.37199999999999
DRJ39,OUT049,2905.5512
FDV34,OUT035,1535.8526444444444
FDS20,OUT027,3429.5357999999997
FDF02,OUT027,2691.6814444444444
FDW40,OUT017,2483.803888888889
NCB43,OUT046,2713.356933333334
FDR58,OUT017,1434.799
DRJ59,OUT035,1742.5465555555556
NCD30,OUT017,1749.5004666666666
FDE14,OUT017,1433.6893333333333
FDC28,OUT018,1345.951688888889
FDU16,OUT018,1358.3799555555554
NCD19,OUT035,1102.0469555555555
FDU21,OUT046,1176.9124666666667
FDV59,OUT027,5054.679622222222
FDU03,OUT045,2885.3552666666665
FDC33,OUT010,404.2145777777778
NCR42,OUT035,1282.2568222222224
DRH59,OUT035,1757.2681333333333
NCM31,OUT035,1891.4638222222222
FDS50,OUT035,2996.691822222222
FDP39,OUT046,1402.9145777777776
FDQ55,OUT013,2287.3189111111114
FDV36,OUT019,260.69768888888893
FDI05,OUT027,1889.0225555555558
FDS45,OUT027,2771.503466666667
FDA39,OUT045,1451.074111111111
FDC37,OUT010,185.61024444444445
FDJ60,OUT027,4631.0088888888895
DRQ35,OUT046,2166.8830888888892
NCJ06,OUT046,1853.8091333333334
NCY42,OUT018,2463.8298888888885
DRM37,OUT049,2629.688066666667
FDR14,OUT045,1003.2126444444443
FDE51,OUT049,1316.1386444444443
FDT33,OUT017,2493.4210000000003
FDR08,OUT013,2128.858511111111
FDE36,OUT010,166.37602222222222
FDL22,OUT019,291.6204
FDR44,OUT013,2496.6020444444443
FDI56,OUT019,210.6147333333333
FDE47,OUT010,260.3278
FDV27,OUT010,352.5041111111111
FDV10,OUT049,924.0564222222222
FDC40,OUT045,1386.4175333333333
NCX41,OUT013,3375.827933333333
NCQ38,OUT027,2707.8825777777774
FDV12,OUT027,3089.312
FDE52,OUT017,1451.8138888888889
FDG20,OUT027,5639.030088888889
FDV16,OUT027,1527.8630444444445
FDI32,OUT017,1850.7020666666665
FDJ32,OUT049,1224.480177777778
FDN39,OUT018,2352.0494666666664
FDY34,OUT017,3027.096688888889
FDC14,OUT035,1952.1256000000003
FDA55,OUT017,4913.530022222221
FDZ50,OUT010,536.1169555555556
DRG13,OUT049,2609.2702000000004
FDP01,OUT013,1707.407111111111
NCG54,OUT017,3470.1496
FDM13,OUT045,1905.2976666666666
NCO18,OUT027,4206.006555555556
NCW41,OUT013,2303.668
FDM52,OUT027,2894.7504444444444
NCF55,OUT035,1282.2568222222224
FDT09,OUT046,1904.1140222222223
NCM19,OUT035,2190.482
FDW12,OUT018,2023.5881333333334
FDP15,OUT019,277.4166666666667
FDK36,OUT045,1425.3298444444445
FDZ25,OUT035,2699.819
NCW06,OUT049,3618.992888888889
FDW60,OUT046,3372.868822222222
DRC49,OUT013,2750.2718444444445
NCT17,OUT035,3035.4561777777776
NCN06,OUT018,2364.329777777778
FDC45,OUT013,1629.508511111111
DRJ47,OUT019,287.84753333333333
NCF06,OUT045,4481.573777777779
FDE21,OUT010,248.78726666666665
DRG27,OUT013,1317.2483111111112
FDW40,OUT049,2735.994133333333
NCO53,OUT046,2657.429733333333
FDE23,OUT049,2294.6427111111107
FDQ16,OUT046,1608.3508666666667
FDS26,OUT045,4779.556266666666
FDZ13,OUT010,179.24815555555557
FDS14,OUT049,2265.199555555556
FDC10,OUT045,1727.8249777777776
FDY16,OUT049,2650.623777777778
FDJ20,OUT035,2918.1274222222223
FDV43,OUT035,1052.5558222222223
FDZ32,OUT027,2736.6599333333334
FDR23,OUT046,3187.9983555555555
FDN24,OUT035,1020.2275333333332
FDE34,OUT027,4982.8472
FDU31,OUT013,2434.0908222222224
FDW33,OUT018,1795.2187333333334
FDU26,OUT046,1897.6779555555559
FDE20,OUT027,4696.5532
NCW05,OUT035,1510.330311111111
FDB22,OUT018,1910.2541777777778
FDO56,OUT046,2144.763733333333
FDA19,OUT027,4359.954311111111
DRI39,OUT045,1249.1147777777776
FDH52,OUT018,1054.1833333333334
FDZ50,OUT035,3299.408888888889
NCN42,OUT035,2529.670111111111
FDB53,OUT013,2082.400466666667
DRG11,OUT017,2126.861111111111
DRK11,OUT027,3613.0746666666664
FDQ60,OUT017,2594.844533333334
FDT36,OUT017,906.2277777777778
DRG25,OUT018,2438.8253999999997
DRJ23,OUT046,3154.7823333333336
FDG05,OUT035,2703.0000444444445
NCK06,OUT018,2275.7044
FDU52,OUT017,2253.9549333333334
FDW07,OUT018,1216.638533333333
NCM17,OUT045,1002.9167333333332
FDA22,OUT045,2543.429977777778
NCA41,OUT018,2743.2439555555557
FDF38,OUT035,1846.2634000000003
FDH52,OUT046,1348.171022222222
FDY58,OUT019,488.4012888888889
FDZ16,OUT045,2926.338955555556
NCM18,OUT017,712.1840666666667
FDA22,OUT018,1826.8072444444447
NCJ43,OUT035,2568.878333333333
FDI34,OUT027,5276.095111111111
FDG56,OUT046,1632.6155777777776
FDS34,OUT046,1831.1719333333333
DRC01,OUT035,1466.3135333333335
FDQ04,OUT035,1335.4468444444444
FDK04,OUT035,1340.1814222222222
FDT51,OUT049,2121.756644444444
FDV26,OUT017,2936.6218666666664
FDS04,OUT049,2239.9731333333334
FDW43,OUT018,2959.3330444444446
FDQ28,OUT010,318.4743333333333
NCK06,OUT017,1730.1922666666667
FDS23,OUT018,2582.3422888888886
FDZ36,OUT019,492.9139333333334
FDE56,OUT018,1212.1258888888888
FDW10,OUT027,4141.349977777778
NCN14,OUT045,2233.6850222222224
NCQ18,OUT045,1763.5562444444445
FDW08,OUT017,1511.4399777777778
FDU43,OUT035,3578.453066666667
FDR33,OUT010,340.6676666666667
FDM24,OUT010,166.37602222222222
NCZ05,OUT046,2026.0294
NCV41,OUT035,2315.3564888888886
FDV11,OUT018,1695.1268
NCY05,OUT035,1356.6044888888891
FDV44,OUT018,2046.447266666667
FDW32,OUT049,1871.933688888889
NCU18,OUT027,4157.403155555555
NCC43,OUT035,3798.9068444444442
FDW19,OUT013,2162.740333333333
FDN31,OUT035,3408.6000888888893
FDI48,OUT045,1056.6246
FDS24,OUT017,1879.4794222222222
FDF46,OUT049,1964.1839777777777
DRG23,OUT017,2292.1274666666664
FDG14,OUT018,2444.891577777778
NCY30,OUT049,2771.3555111111114
FDO28,OUT018,1405.133911111111
DRD24,OUT035,2503.4080000000004
FDI33,OUT049,1924.0880222222222
FDN32,OUT046,2008.6446222222226
FDR16,OUT045,3568.392088888889
FDF26,OUT046,2452.8072
NCN29,OUT018,694.5033777777777
FDE20,OUT045,2842.448155555556
FDA46,OUT046,3244.3694222222225
FDU28,OUT045,2874.9244000000003
FDQ48,OUT045,1980.2371555555555
FDV36,OUT013,2113.6190888888887
FDR14,OUT018,1289.2107333333333
FDP23,OUT017,2217.705822222222
FDP56,OUT013,898.2381777777778
FDK48,OUT010,216.31102222222222
FDR48,OUT046,2750.271844444444
NCY29,OUT049,1029.1048666666666
FDM22,OUT018,745.1041777777777
DRJ01,OUT013,2856.9478
FDZ43,OUT045,4353.6662
FDV03,OUT035,2850.881622222222
FDX11,OUT027,4598.902533333334
NCA41,OUT027,4559.694311111111
FDE38,OUT017,2347.6108000000004
FDI27,OUT018,1264.7240888888891
FDN32,OUT013,3048.4762666666666
NCN43,OUT017,2081.1428444444446
FDB47,OUT027,5724.622377777778
FDV03,OUT017,2349.8301333333334
NCN30,OUT045,2471.4496000000004
NCV54,OUT010,274.30959999999993
FDV07,OUT013,1393.6673555555556
FDP07,OUT049,3363.1777333333334
FDK48,OUT018,1304.9679999999998
FDM15,OUT019,505.8600444444444
FDY19,OUT027,3962.7676222222226
FDK46,OUT046,3009.9338444444447
FDY11,OUT045,1380.943177777778
FDH09,OUT046,1278.040088888889
FDO08,OUT027,4165.022866666667
FDU14,OUT013,3240.152688888889
FDD22,OUT027,3636.3776666666663
FDM27,OUT017,2474.4087111111107
FDL02,OUT027,3138.2852888888888
NCA17,OUT035,2446.5930666666663
FDE38,OUT019,513.1838444444444
NCG07,OUT049,4215.1798
DRC27,OUT013,4668.145733333334
FDA27,OUT035,3636.229711111111
FDW40,OUT045,2227.7668
DRI11,OUT013,1532.597622222222
FDN50,OUT046,2001.5427555555555
FDR12,OUT046,3078.437266666667
FDT34,OUT027,3257.6854222222223
FDW11,OUT035,1931.0419333333334
NCO30,OUT027,4401.307888888889
FDZ34,OUT017,2543.429977777778
FDU45,OUT017,1864.6098888888891
NCD42,OUT035,1522.1667555555557
FDX25,OUT045,2188.188688888889
NCR29,OUT046,1347.5791999999997
FDX43,OUT019,545.7340666666668
FDB04,OUT010,219.27013333333332
FDR49,OUT027,2304.703688888889
FDS39,OUT018,1735.444688888889
FDW58,OUT045,1629.2865777777777
FDG22,OUT019,103.71684444444446
FDG31,OUT017,1615.0828444444444
NCV53,OUT027,5152.848133333333
DRJ37,OUT035,2517.3158222222223
FDV07,OUT035,1689.3565333333336
FDW52,OUT018,1840.1232444444443
FDT15,OUT045,2764.3276222222225
FDD02,OUT018,1466.6094444444445
FDM16,OUT035,1124.7581333333335
NCE55,OUT046,2678.587377777778
FDB57,OUT018,2959.3330444444446
FDQ04,OUT013,1439.3856222222223
FDQ47,OUT019,220.30582222222222
FDY14,OUT019,529.4589555555556
DRK37,OUT017,2642.5602
FDO25,OUT017,2687.982555555556
FDL57,OUT046,2855.6162
NCK29,OUT018,1376.0606444444445
FDK46,OUT027,5786.689733333333
NCB43,OUT010,539.1500444444443
DRE01,OUT027,4427.57
FDC46,OUT018,2820.3288000000002
FDQ23,OUT045,1362.1528222222223
FDX38,OUT049,1110.184511111111
FDG60,OUT018,1933.187288888889
FDW55,OUT017,4888.969399999999
FDP39,OUT013,1256.8084666666666
FDB20,OUT018,1221.9649333333334
FDV21,OUT017,1711.475888888889
FDZ02,OUT013,1571.8798222222222
FDP19,OUT027,3984.517088888888
FDA38,OUT035,4155.035866666667
FDH22,OUT045,2727.2647555555554
DRM11,OUT045,3012.2271555555553
FDO12,OUT027,4322.8914444444445
FDT14,OUT049,2034.3149111111109
FDW34,OUT010,506.15595555555564
FDG04,OUT027,5496.400933333333
FDW59,OUT018,2112.5834
FDR33,OUT018,1834.7968444444446
FDP32,OUT013,1899.2314888888889
FDL13,OUT027,4164.726955555556
FDD22,OUT013,1617.8200222222222
FDV40,OUT027,2090.242111111111
NCD55,OUT046,1848.2608
FDQ20,OUT010,210.83666666666667
FDD28,OUT045,932.12
FDC39,OUT045,2872.6310888888893
NCR17,OUT049,1619.2256
DRO35,OUT018,1703.9301555555555
FDF40,OUT049,3271.9631333333327
FDR31,OUT018,1364.6680666666666
NCQ41,OUT017,2612.821133333333
FDP38,OUT046,1679.1475999999998
NCU54,OUT027,5860.593533333335
FDG22,OUT018,1037.242422222222
DRK59,OUT013,3314.204444444444
FDC37,OUT046,1987.6349333333335
NCO42,OUT013,2690.127911111111
NCT42,OUT017,2109.846222222222
FDX27,OUT035,2360.334977777778
FDV40,OUT018,1129.4187333333334
FDT45,OUT027,2082.4744444444445
FDS47,OUT019,396.59486666666663
FDR45,OUT035,4279.170577777778
FDB03,OUT045,3574.3842888888885
FDO49,OUT035,2216.966044444444
FDU60,OUT027,4631.0088888888895
FDB26,OUT018,1115.8808
FDB46,OUT017,3223.9515555555554
FDQ37,OUT019,384.98035555555555
FDN03,OUT017,3198.2072888888893
NCX30,OUT045,3260.052711111111
FDK32,OUT019,355.0933333333333
DRM47,OUT013,3128.5942
NCO02,OUT046,1713.9171555555556
FDP04,OUT013,981.6851111111113
NCO43,OUT049,2374.612688888889
FDD59,OUT013,1651.1100222222221
FDQ10,OUT017,2993.732711111111
FDW45,OUT035,2951.3434444444447
NCK30,OUT049,3710.2074888888883
FDU31,OUT018,2221.8485777777773
NCQ17,OUT019,324.0226666666666
FDN01,OUT017,1972.321533333333
FDZ19,OUT049,3021.4743777777776
DRG37,OUT017,2335.478444444444
FDE32,OUT045,1386.1216222222222
FDO34,OUT049,2612.3032888888893
FDM04,OUT019,194.63553333333337
FDZ25,OUT049,2305.0735777777777
FDU08,OUT049,1569.8084444444444
NCW30,OUT045,4481.573777777779
NCM18,OUT013,1228.1790666666666
FDS22,OUT035,1236.686511111111
NCH18,OUT017,4155.701666666666
FDC23,OUT013,2459.761111111111
FDY46,OUT013,2696.4900000000002
NCU06,OUT046,3290.3835999999997
FDX57,OUT045,1619.8913999999997
